translation,label,channel,sample_rate,duration
ማህበሩ ሌሎች አህጉሮች ካ ሏቸው ኮን ፌዴሬሽኖች ሀብታሙ ነው,tr_2233_tr23034,1,8000,5.888
ወደ አገራቸው መግባት የሚ ፈልጉ ኢትዮጵያ ን ብዙ ናቸው,tr_8363_tr84004,1,8000,4.224
እኔ ም ተጉ ዤ እቃው ንም አ ጓጉ ዤ እዛ ስ ደርስ አንድ ም ሰው በ ቤቱ የ ለ,tr_8332_tr83093,1,8000,5.504
ኦሮሞው ን ለ ማንገስ ነው በ ማለት ሊያወ ና ብዱ ይችላሉ,tr_8961_tr89002,1,8000,3.584
ኢትዮጵያ ህንድ ና ደቡብ ኮሪያ ደግሞ እያንዳንዳቸው አራት መቶ ሚሊዮን ዶላር የሚ ያወጣ የ ጦር መሳሪያ ገዝ ተዋል,tr_4043_tr41044,1,8000,8.576
እኛ ደግሞ አሁን ም እንደ ድሮው አንድ ነን በ ማለት ማስረዳታቸው ንም ሪፖርተራችን ገልጧል,tr_8737_tr87018,1,8000,10.88
እስካሁን ድረስ የ ዋስ መብት ማስከበር ጭራሹ ን ተወስቶ እንደማ ያውቅ ታዛቢ ዎቹ ተናግረ ዋል,tr_6103_tr62004,1,8000,9.472
እንደ ገና ወደ ሆስፒታል መጣሁ ኝ,tr_2383_tr24084,1,8000,5.632
አሁን የ ት እንደ ወደ ክ አላውቅ ም ልጄ,tr_6771_tr68072,1,8000,3.328
በ አርጀንቲና ሻምፒዮና እስካሁን ሽንፈት ን ያል ቀመሱ ት ክለቦች ሶስት ነበሩ,tr_5136_tr52037,1,8000,6.4
ኢትዮጵያ ማእቀብ ጥላ ብናለች የሚ ል ስሜት ተሰምቶ ናል,tr_7076_tr71077,1,8000,3.712
ይህ ች ላ ባይነት ነው ዛሬ ተማሪዎች ትምህርታቸው ን አቁመው ለ ስቃይ እንዲ ዳረጉ የጋበዛቸው,tr_547_tr06047,1,8000,6.528
አስተባባሪ ው ኦነግ አራት መቶ ሽምቅ ተዋጊዎች ን መመልመሉ ን ገለጸ,tr_6621_tr67022,1,8000,4.352
የተወሰኑ ት ስራቸው ተጠናቆ ተከራይ ተዋል,tr_6382_tr64083,1,8000,3.84
ሱዳን ና ኤርትራ እንደ አዲስ ተ ቃቅ ረዋል,tr_1745_tr18046,1,8000,3.84
በ ኢትዮጵያ ነጻ ፕሬስ እንቅስቃሴ ከ ተጀመረ ወዲህ ከ መጀመሪያ ዎቹ የ ፕሬስ ውጤቶች መካከል ቤዛ ከ ግንባር ቀደሞቹ አንዷ ነች,tr_2102_tr22003,1,8000,9.216
አይናችን ን ጆሮአችን ሊያስ ተባብለው አይችልም,tr_9394_tr092076,1,8000,4.608
የ አሜሪካን ን እርምጃ ኢትዮጵያውያ ን አወ ገዙ,tr_1615_tr17016,1,8000,3.456
አዋሽ ባንክ ም እንዲ ሁ የተከፈለ ካፒታሉ ን ወደ ሰባ ሚሊዮን ሳ ያሳድግ እንደማይ ቀር ለ ባንኩ ቅርበት ያ ላቸው ምንጮች አስታውቀ ዋል,tr_7558_tr76059,1,8000,9.6
ቡድኑ ውስጥ ችግሮች ይታያ ሉ,tr_3286_tr33087,1,8000,4.864
የ ፌዴራል ፖሊስ ምርመራ ና ኦፕሬሽ ን ሀላፊ ስዬ አብርሀ ን ያል ተፈቱ በትን ምክንያት እንዲ ያስረዱ ተጠሩ,tr_5418_tr55019,1,8000,6.912
ጠንክረን ስለምን ታገ ላችው ም የ ጥቃታቸው ን ኢላማ እንደሆ ን ን እናውቃለን,tr_808_tr09008,1,8000,7.168
የመንግስት ን እቃ ግዢ ደንብ ና መመሪያ ያል ተከተሉ የ ሀያ ስምንት ነጥብ አራት ሚሊዮን ብር ግዢ ዎች ተ ፈጽመው ተገኝ ተዋል,tr_3594_tr36095,1,8000,10.112
ውድድሩ ን ያሸነፈ ው ናሚቢያ ዊው ፍራንኮ ፍሬዴሪክ ሲሆን ሞሪን ግሪስ ሁለተኛ የ ሪከርዱ ባለቤት ካናዳዊ ው ዶ ናታን ቤይ ሊ ሶስተኛ ወጥ ተዋል,tr_2740_tr28041,1,8000,9.6
በዚህ ምክንያት ተኩስ አቁ ሟል,tr_2610_tr27011,1,8000,4.096
ሻእቢያ ሶስት እስር ቤቶች ከፈተ,tr_9208_tr091009,1,8000,3.84
ስደት ነው በጐ ስደት,tr_8672_tr86073,1,8000,2.304
ሲፒጄ ዘንድሮ ም መለስ ዜናዊ ን የ ፕሬስ ጠላት አ ላቸው,tr_798_tr08098,1,8000,4.48
የ ኢትዮጵያ የ ተባበሩት መንግስታት ባለ ሙሉ ስልጣን አምባሳደር የ ሶማሊያ ህዝብ ወደ ኢትዮጵያ ከተ ጠቀለለ ችግሩ ሁሉ እንደሚ ፈታ አስ ታወቁ,tr_2249_tr23050,1,8000,10.752
ኤርትራ የ ኢትዮጵያ አካል ና ት,tr_396_tr04096,1,8000,3.584
ኤርትራ ከ አሜሪካ በተገኘ እርዳታ ማይጨሀን እያስተዳደ ረች ነው,tr_3992_tr40093,1,8000,4.608
ለ ባርሳ ም ብቸኛ ዋን ጐል ያገባ ው ሆላንዳ ዊው ኮኩ ሲሆን ል ዊ ርስ ኤን ኬ ፔናልቲ ስ ቷል,tr_5299_tr53100,1,8000,6.784
ይሁን ና የ ሶማሌ ላንድ የ ፑንትላንድ እንዲሁም ቀሪዎቹ የ ሱማሌ አንጃዎች ስለ ኢትዮጵያ በ ቦታው መገኘት ም ሆነ አድርጋ ለች እያደረገች ም ነው የ ሚባለው ን እንቅስቃሴ አል ተቃወሙ ም,tr_8715_tr86116,1,8000,14.464
ጠዋት አራት ሰአት ገደማ አራት ኪሎ ዩኒቨርስቲ ግቢ ገባ,tr_5774_tr58075,1,8000,4.224
እሱ እንደ ነገረኝ ህግ ትምህርት ቤት በ አንድ ወቅት አብረን ተማሪዎች ነበር ን,tr_255_tr03055,1,8000,5.248
ለ ኢትዮጵያ ከ ኢትዮጵያውያ ን የበለጠ የሚደርስ ላት የ ለ ም,tr_2377_tr24078,1,8000,7.552
ይህ በ አል ክርስቶስ ደሙን ያፈሰሰ ላቸው በ ደሙ የ ዋ ጃቸው ክርስቲያኖች በ አል እንጂ አባ ጳውሎስ በውስጥ የ ገዙአቸው ሰዎች በ አል አይደለም,tr_5624_tr57025,1,8000,7.808
ቴዎድሮስ በቀለ ጅማ ላይ ጉዳት እስከ ደረሰበት እ ለት ተሰልፎ ተጫው ቷል,tr_1839_tr19040,1,8000,4.736
ዛሬ ደግሞ ፈረስ በ መኪና ዱላ በ ካራ ቴ ጩኸት በ ሞባይል ተ ተክቶ ጥል ፊያ አዲስ አበባ ገባ ና አረፈ ው,tr_1828_tr19029,1,8000,7.04
ስሙ ዦሴ ዶሚኒጌዝ ይባላል,tr_8938_tr88099,1,8000,3.968
ሁለቱ ም ወገኖች ህዝባቸው ምርቱ ን በ ነጻ እንዲ ያንቀሳቅስ መስማማታቸው ም ዋናው ቁም ነገር እንደ ነበረ ታውቋል,tr_3855_tr39056,1,8000,8.32
ስድስት መቶ የ ኦሮሚያ ሹሞች ስብሰባ ጥለው ወጡ,tr_1514_tr16015,1,8000,3.584
የተለያዩ ሸቀጦች ንና አገልግሎቶች ን ሸጠ ን ያሰባሰብ ነው ነው,tr_3454_tr35055,1,8000,7.552
ነገር ግን የ ዋስ መብት ተፈቅዶ ላቸዋል,tr_226_tr03026,1,8000,4.48
ኮ ኬን ና ጫት አደን ዛ ዦ ች ናቸው,tr_9190_tr90111,1,8000,4.096
ኤርትራ በ በ ኩ ሏ ኢትዮጵያ ግዛቴ ን ይዛለች በ ማለት እየ ከሰሰች ሲሆን በ ሶስተኛ ወገን አደራዳሪ ነት ል ዳኝ ማለቷ ን አልተወ ችም,tr_1990_tr20091,1,8000,10.624
እንደ ጋዜጣው ከሆነ ኢትዮጵያ በተለይ ትኩረት የ ሰጠችው ተዋጊ ጄቶች ንና ተዋጊ ሄሊኮፕተሮች ን በ መግዛት ላይ ነው,tr_4177_tr42078,1,8000,7.808
ኤርትራ ያገኘች ውን አንድ መቶ ሰላሳ ሺ ቶን ንብረት በ እቅድ እንደ ያዘችው ተገለጠ,tr_3079_tr31080,1,8000,7.168
ኮሚሽኑ ቢ ያንስ ቢ ያንስ ማሳወቅ አለ በት,tr_6037_tr61038,1,8000,3.328
ዋ ና ቁም ነገር ደግሞ ይህ ነው,tr_2986_tr30087,1,8000,3.2
የ ኢትዮ ፒክ ፊደላት በርካታ ያገሪቱ ቋንቋዎች በ ኮምፒውተር የሚ ጻፉ በት በመሆኑ በ ኮምፒውተር ለ መጻፍ ና በ መረጃ መረብ ኢንፎርሜሽ ን ን ለ መለዋወጥ ደረጃው ጸድቋል ብሏል,tr_4460_tr45061,1,8000,10.752
የ ሬሳ ክምር አ የ ን ኢትዮጵያውያ ን ቅጣቱ ን አ በዙ ት,tr_9939_tr097021,1,8000,5.76
በ ማጠቃለያ ውም በ እርዳታ አ ሰባሰቡ ወቅት ኢህአዲግ በ በጐ አይ ን የማ ይመለከታቸው ና በ አሸባሪነት ጠርጥሬ ያ ቸዋለሁ የሚ ላቸው ኢትዮጵያውያ ን የ ህግ ታራሚዎች ሳይ ቀሩ በ እርዳታ ተሳትፎ ማድረጋቸው ን አመልክ ቷል,tr_4861_tr49062,1,8000,14.592
የ ዩኒቨርስቲ ተማሪዎች አበሳ ጨምሮ በ ኬንያ እስካሁን ዘጠኝ ተማሪዎች ሞ ተዋል,tr_6520_tr66021,1,8000,4.352
ያለ ስጋት እንቅልፍ መተኛት እንደ ጀመሩ ም አንዳንድ ካህናት ተናግረ ዋል,tr_7970_tr80071,1,8000,5.888
በ እኔ እምነት ግን ትልቅ ክህደት የ ተፈጸመባቸው መለስ ዜናዊ ናቸው,tr_7251_tr73052,1,8000,4.864
ቶማስ ሊንከን ለ ባየር ፈር ሟል,tr_9134_tr90055,1,8000,4.096
ለምን ኢትዮጵያ ውጊያው ን ማጠናከር እንዳለ ባት ከ ላይ የተ ሰጡት ምክንያቶች አጠቃላይ ሁኔታው ን የ ገመገሙ ናቸው,tr_4095_tr41096,1,8000,8.576
በ ሚስተር ዣክ አገላለጽ ይወጣ ሉ የሚ ባሉት ስደተኞች በ ኮሎኔል መንግስቱ አስተዳደር ዘመን ሀገራቸው ን የ ለቀቁ ናቸው,tr_5792_tr58093,1,8000,6.912
ነጻ ፕሬስ ማለት የ አምባገነን ነት ስርአት ጠላት ማለት ነው,tr_2355_tr24056,1,8000,6.784
ካናዳ ውስጥ በ ኤድስ የተያዙ ኢትዮጵያ ና የኤርትራ ስደተኞች ቁጥር ከፍተኛ መሆኑ ተነገረ,tr_4546_tr46047,1,8000,6.016
እነዚያ ሰባት መቶ የሚ ጠጉ የ ኢትዮጵያ ተቃዋሚ ሀይሎች በ ኤርትራ የተ ወሰዱት በዚያ በኩል ተደራጀ ተው ኢትዮጵያ ን እንዲ ወጉ ነበር,tr_6406_tr65007,1,8000,7.552
ታላቁ ፌዴሬሽን እንዳዘዘ ውም ገቢው ም ለ ክለቦቹ ነው,tr_5433_tr55034,1,8000,4.096
የ ባለሙያዎች እገዛ እስካገኘ ን ድረስ እነዚህ ጥያቄዎች የ እኛ ም ነበሩ,tr_7573_tr76074,1,8000,5.76
በ ምትኩ የሩሲያ ፌዴሬሽን ሰንደቅ አላማ ይ ውለበለብ በታል,tr_1793_tr18094,1,8000,6.272
በ አዳራሹ በ ቅድስተ ማርያም ቤተ ክርስቲያን ተ ይዘው የተ ውሰዱ ትን ጓደኞ ቻችን አገኘ,tr_3974_tr40075,1,8000,5.504
ዳዊት ዮናስ በ ፓር ስ ከሚገኙ ኢትዮጵያውያ ን ጋር ተነጋገሩ,tr_370_tr04070,1,8000,5.504
አንቺ ልጅ ያ የ ሽውን ነገር ሁሉ ለ ማግኘት አት ጓጉ,tr_10032_tr097114,1,8000,4.736
ልዋጯን ባላ ገኝ ኖሮ ላሜ በጣም ት ቆጨኝ ነበር,tr_8694_tr86095,1,8000,4.608
እነዚህ ሰዎች ተወዳዳሪ ነበሩ ስለዚህ ማስተማር አለ ባቸው,tr_6128_tr62029,1,8000,6.656
ኢትዮጵያ ና ሱዳን በ ድንበር ከተሞች የሚ ኖራቸው ን ግንኙነት በ ማስመልከት ቀደም ሲል የ ደረሱ ባቸውን ስምምነቶች ወደ ተግባር ለማ ሽ ጋገር ሁለት ንኡሳን ኮሚቴዎች ን አ ቋቋሙ,tr_4068_tr41069,1,8000,13.44
ስኩዴቶው ገና ወደ መገባደዱ ባይደርስ ም የ ቡድኑ አያያዝ ግን አስፈሪ ይመ ስላል,tr_6139_tr62040,1,8000,8.704
አንዳንዶቹ ታዋቂ ነቴን ና መወደዴን አይ ፈልጉ ም,tr_1432_tr15033,1,8000,4.48
በ ዚሁ መልእክት ጳውሎስ ሙቁሁ ለ ኢ የሱስ ክርስቶስ የ ክርስቶስ ኢ የሱስ አስር ጳውሎስ በ ማለት ይ ጀምራል ሀዋርያ ው,tr_3572_tr36073,1,8000,8.832
አቡነ ገብርኤል ስለ ገዳሙ ም ሆነ ስለ ቤተ ክህነት በጀት ና ስለ ህንጻ ዎቿ የ ተናገሩት ን ሁሉ ውድቅ ለማድረግ ም ተ ሞክሯል,tr_5361_tr54062,1,8000,5.632
እና ም ኢትዮጵያዊያ ን ሆነው ይቀራ ሉ በ ማለት አ ጽንኦት ሰጥተው ተናግረ ዋል,tr_6015_tr61016,1,8000,5.12
ያ ም ሆኖ ለ ተኩስ አቁም የተደረገ እንቅስቃሴ የ ለ ም,tr_7996_tr80097,1,8000,4.096
በ ቅርቡ ም ሶስት ነዳጅ ማደያዎች ተ ዘግ ተዋል,tr_8439_tr84080,1,8000,3.456
ሲ ዋጋ የነበረ ሂሊኮፕተ ር በ ሀይድሮ ሊክ ሲስተም መብረር ስለ ተሳነው የ ደረሰባቸው ን ችግር የ ተዋጊ ሂሊኮፕተ ሩ ምድብ ተኞች ለ አሰማሪ ያቸው ነገሩ,tr_4155_tr42056,1,8000,9.216
ዴሞክራሲያዊ ማእከላዊ ነትን ሁላችን ም እናውቀ ዋለን,tr_7712_tr78013,1,8000,3.84
የተ ለቀቁት ምርኮኞች በ አካባቢያቸው ሰላማዊ ኑሮ እንዲ ኖሩ የ ትራንስፖርት ና መጓጓዣ ገንዘብ ተሰጥቷ ቸው መሸኘታቸው ን አመልክቶ በ የ ዞ ናቸው እንደ ደረሱ መቋቋሚያ እንደሚ ሰጣቸው ም አስ ታውቋል,tr_2960_tr30061,1,8000,14.848
አቶ አበራ እሸቴ ከ መንግስት ስራ በ ጡረታ የ ተገለሉ አዛውንት ናቸው,tr_4486_tr45087,1,8000,5.76
ኢትዮጵያዊ ቷ ግን በጣም የሚያ ሳስበው የ ት እንዳሉ የማይ ታወቁት ኢትዮጵያውያ ን ጉዳይ ነው,tr_2218_tr23019,1,8000,6.4
በ አሁኑ ሰአት ም አስራ አምስት ሺ የሚደርሱ ኢትዮጵያ ውስጥ እንደሚገኙ ተገምቷል,tr_7642_tr77043,1,8000,5.504
ውድድሩ ን ስፖንሰር ያደረጉት ሸራተን አዲስ ብሪቲሽ ኤር ዌይ ስ ና ፔፕሲ ሲ ሆኑ ሽልማቱ ን ደግሞ አስር የተለያዩ ድርጅቶች ለ መስጠት መስማማታቸው ኒው ኢ ፍስ ገልጿ ል,tr_1976_tr20077,1,8000,15.232
ኢትዮጵያ ሀገራችን መኩሪያ ችን ና ት,tr_9044_tr89085,1,8000,2.816
የ ሁሴን ድርጊት ጉርብትና ወንድማማች ነትና ስትራቴጂ ያዊ ጥቅም ባላቸው ሶማሊያ ና ኢትዮጵያ ላይ ወንጀል መፈጸም እንደሆነ አክለው ገልጸዋል,tr_10289_tr100011,1,8000,9.6
ኢትዮጵያ ውስጥ ሊሆን ም ላይ ሆን ም ይችላል,tr_8795_tr87076,1,8000,3.84
ዳኛው ቅጂ ውን ለ ፍርድ ቤቱ ና ለ ተከሳሾች ይስጡ ተብለው በ ትእዛዝ መሰረት ተከናወነ,tr_3643_tr37044,1,8000,7.296
አበራሽ የ ሰፈሩ ነገር ቆስቋሽ መሆኗ የ ታወቀ ነው,tr_10391_tr100113,1,8000,4.48
የ ኢትዮጵያ ሰብአዊ መብት የ ጀግኖች ን ቀን አስ መልክተው ውሳኔ ዎችን አስተላልፈ ዋል,tr_3713_tr38014,1,8000,6.528
አቡነ ጳውሎስ ስለ ሟች በ ማሞካሸት የተ ነገሩት ስህተት ና ማንነቱ ን ባለ ማወቃቸው አል ያ ም ምስጢራዊ ና ግላዊ የሆነ ጥቅም ወይም ፍቅር እንዳለ የሚ ያመለክት እንደሆነ ም ተጠቁ ሟል,tr_3161_tr32062,1,8000,12.416
መለስ የ ሶማሊያ ን ልኡካን አ ነጋገሩ,tr_1021_tr11022,1,8000,4.352
የ ኢትዮጵያ ቴሌኮሙኒኬሽን አገልግሎት መንግስት ከ ሌላ ት ከ ሶማሌ ያነሰ ነው,tr_8493_tr85014,1,8000,5.632
የተፈራ ው አተር ቀድሞ ስለ ተዘራ ቶሎ ጐመራ,tr_10561_tr30122,1,8000,6.528
የ ሀገር መከላከያ ሚኒስቴር ባዘጋጀ ው የ ዚሁ የ ሽልማት ስነ ስርአት የ ሀገሪቱ ከፍተኛ ባለስልጣናት የ ሀይማኖት መሪዎች አምባሳደሮች ና ዲፕሎማቶች እንዲሁም የ ተሸላሚ ዎች ቤተሰቦች ተገኝ ተዋል,tr_303_tr04003,1,8000,16.768
ይህ በ እንዲ ህ እንዳለ ዝውውሩ ን አል ቀበል ም በ ማለት ብጹእ አቡነ እንድሪስ ተቃውሞ እያ ሰሙ መሆናቸው ን እኒሁ የ ዜና ምንጮቻችን ገልጸዋል,tr_3877_tr39078,1,8000,9.984
ሼክ አላሙዲ ን አሸባሪው ን ኦሶማ ን ቢንላዲን ን መደገፋቸው ን አስተባ በሉ,tr_4702_tr48003,1,8000,5.76
አንድ የ ሶማሊያ አንጃ መሪ በ ጁባ ክልል ዱባ ላንድ የተሰኘ መንግስት እንደሚ መሰርቱ ገለጡ,tr_1208_tr13009,1,8000,8.064
ለ ነገሩ ማ አፈ ጉባኤ ዳዊት ዮሀንስ ብሄራዊ እርቅ ን የሚ ጠይቁት ን ከ ሻእቢያ ለይተን አ ና ያቸው ም ከሀዲ ዎች ናቸው እስከ ማለት ደርሰው የ ለ,tr_7496_tr75097,1,8000,12.416
በ ኢሳይያስ ና በ ሻእቢያ እጅ ትገኛ ለች,tr_1559_tr16060,1,8000,2.688
መንግስት አዲስ ፓስፖርት ለ ማውጣት እቅድ እንደ ለ ው ተገለጠ,tr_5005_tr51006,1,8000,4.736
ትምህርታቸው ን እየ ተዉ ለወጡት ተማሪዎች እልባት ባል ተበጀለት በዚህ ወቅት በ ዩኒቨርስቲ ው ለሚገኙ ተማሪዎች የሚ ሰጠው ትምህርት እንዲ ቀል ነው,tr_945_tr10046,1,8000,9.984
አሜሪካ ተጨማሪ ሰማኒያ ሰባት ሚሊየን ዶላር የሚ ያወጣ የ ምግብ እህል እርዳታ ለ ኢትዮጵያ ና ኤርትራ ፈቅዳ ለች,tr_7145_tr72046,1,8000,7.296
የፖለቲካ ተሿሚዎች የ ራሳቸው ና የ ቤተሰባቸው ን ንብረት ያስመ ዘግባሉ,tr_8347_tr83108,1,8000,7.04
ከዚህ በ ተጨማሪ ም በ ከተማዋ ሌሎች ትምህርት ቤቶች ና መስጊዶች ማሰራታቸው ን ታውቋል,tr_3419_tr35020,1,8000,8.32
ይሁን ና የ ለሙ አገሮች የ ኬሚካል ማዳበሪያ መጠቀም በ ማቆም ተፈጥሮአዊ ወደ ሆኑ ማዳበሪያ ዎች ፊታቸው ን እንዳ ዞሩ ከ ላይ ተጠቁ ሟል,tr_4652_tr47053,1,8000,11.648
ካለ ፍርድ ቤት ውሳኔ መስሪያ ቤቶቻችን ን ለ መፈተሽ ና ለ ማሸግ ፖሊስ ና ደህንነት ን አሰማር ተዋል,tr_875_tr09075,1,8000,6.784
ያን ን ሀሳብ ጠቅላይ አዛዡ የሚ ቀበለው ከሆነ እርምጃው ን ለ ማጽደቅ ከ ውሳኔ ሀሳብ ጋር ለ ርእሰ ብሄሩ ያቀር ባል,tr_8110_tr81111,1,8000,7.168
ማለት የ ም ችለው በምን ምክንያት ም ይሁን በምን የ ኢትዮጵያ ግዛት መደፈሩ ን እንደማ ንም ኢትዮጵያዊ እቃወማለሁ ኝ,tr_1953_tr20054,1,8000,10.88
አምባሳደር ሺራ ም ን የሚ ተኩ ሚስ ሮዛ ሊ ን ሞዮሬ መሆናቸው ንም ኤምባሲው ገልጿ ል,tr_8189_tr82070,1,8000,7.296
በ ተጋጣሚው ሳንቶስ ሶስት ለ አንድ ተ ደቁ ሷል,tr_8173_tr82054,1,8000,3.584
ፌዴሬሽኖች ባለሙያዎች ን መንከባከብ ይጠበቅ ባቸዋል,tr_10080_tr098042,1,8000,3.712
የ ሰርከስ ኢትዮጵያ ወጣቶች አውስትራሊያ ቀሩ,tr_2869_tr29070,1,8000,3.712
ዛሬ ም በ ኢትዮጵያ ና በ ኤርትራ መንግስታት መካከል በ ዚች መንደር ዙሪያ የ ፕሮፖጋንዳ ው ጦርነት ቀጥ ሏል,tr_6944_tr70045,1,8000,7.04
በ ዛሬው እ ለት ይ ጠናቀ ቃል ተብሎ በሚ ጠበቀው ሴሚናር ላይ ከ ኢትዮጵያ ኦሎምፒክ ኮሚቴ ጽፈት ቤት ና ከ ስፖርት ኮሚሽን የተውጣጡ ባለሙያዎች ትምህርታዊ ሴሚናሩ ን እንደሚ ሰጡ ታውቋል,tr_3736_tr38037,1,8000,13.568
ዘንድሮ በ አዲስ አበባ መስተዳድር ስለ ተካሄደው የ ታዳጊ ህጻናት እግር ኳስ ስልጠና ፕሮጀክት ቢገልጹ ልን,tr_2031_tr21032,1,8000,6.784
የ ኢትዮጵያ ና የ አልጀርስ ልኡካን አልጀርስ ገቡ,tr_489_tr05089,1,8000,4.096
ታዲያ ለዚህ ሁሉ በ ኢትዮጵያ ዘላለማዊ ነት በ ኢትዮጵያዊ ነት ማመን ወሳኝ ነው,tr_5952_tr60053,1,8000,5.12
የ ኮርቴክ ኩባንያ ጂኦሎጂ ስት የሆኑት ኒክ ኖርማ ን እንደ ገለጹት ከ አካባቢው የተ ወሰዱት ናሙና ዎች ምርመራ ቀጣይ የ ማእድን ፍለጋ የሚ ያበረታታ ና ተገቢ የሚያደርግ በቂ መረጃ ጠቁ መዋል,tr_10053_tr098015,1,8000,11.008
በ ሊባኖስ ኢትዮፕያ ውያን ስደተኞች የሚደርስ ባቸውን ችግር ለ መታደግ በ ኢትዮፕያ ና በ ሊባኖስ መንግስታት መካከል የ ሁለትዮሽ ስምምነት መፈረም እንዳለበት በ ሊባኖስ የ ኢትዮፕያ ካውንስል ጄኔራል አስ ታወቁ,tr_3666_tr37067,1,8000,15.872
በ እውነት ለ መናገር ተጫዋቾቹ ውጪ እንደሚ ወራ ባቸው መጥፎ ጸባይ አላየሁ ባቸውም,tr_3338_tr34039,1,8000,7.424
በ ፍንዳታው ቦንቡ ን የ ያዘው ሰው ወዲያ ውኑ ሞ ቷል,tr_9811_tr096013,1,8000,3.584
የ ታጠቅ እስረኞች ህይወታቸው ን ለ ማጥፋት ተገ ደዋል,tr_4241_tr43042,1,8000,4.736
ኮስታሪካ የማን ቸስተሩ ደዌ ይ ት ዩ ሪክ ሀገር ትሪንዳንድን ሶስት ለ ዜሮ ነው ያሸነፈ ችው,tr_6782_tr68083,1,8000,6.016
ዘነበ ች ሰራተኛዋ ን አታ ን ጓጉ ብላ ተቆጣ ቻት,tr_9314_tr091116,1,8000,4.352
እነ ኢሳያስ የሚ ዳኙ በት ፍርድ ቤት ሊ ቋቋም ነው,tr_1345_tr14046,1,8000,3.968
እንደ ገና ም ለ ስልጠና በ ሚለው ለ ሶስት ወራት ወደ አሜሪካ ሲ ልኳቸው ሌሎች ባለሙያዎች እንዲ ወዳደሩ ም ሆነ የሚ መለከተው ክፍል እንዲያውቅ አላደረጉ ም,tr_7556_tr76057,1,8000,10.112
ኦነግ ና ኦብነግ ቁርሾ ጀመሩ,tr_3288_tr33089,1,8000,4.736
ኢዴፓ ትግሉ ውሳኔው ን ማስ ለወጥ ባይ ችልም ታላቅ ውጤት ና ተስፋ ተገኝቶ በታል,tr_5416_tr55017,1,8000,5.632
የ ኮሚሽኑ ሀላፊዎች ከ ሙያተኞቹ አመርቂ ውጤት እንደሚ ጠብቁ አስታውቀ ዋል,tr_7085_tr71086,1,8000,5.632
ሶስቱ ሊቃነ ጳጳሳት በ ሲኖዶሱ ጉባኤ እንዳይ ቀመጡ እየተ ዶ ለተ መሆኑ ተነገረ,tr_806_tr09006,1,8000,6.784
በ ጀርመን ያሉ ኢትዮጵያውያ ን እርዳታ ሊሰጡ ነው,tr_6423_tr65024,1,8000,3.712
በተለይ በ ተረጋጋ ሁኔታ አንቶ ኖ ቩ ድብደባ ሲ ያካሂድ በ ፊልም መቀረጹ ን መረጋጋቱ ን የሚያ ሳይ ደግሞ የ ፊልም ጥራት መሆኑ እንዳስ ደሰታቸው ብዙዎቹ ገልጸዋል,tr_4563_tr46064,1,8000,12.288
ይህ ስ ከ ተጽእኖ ዎቹ አንዱ ሊሆን አይችልም,tr_73_tr01073,1,8000,4.224
በ እውነቱ እጅግ በጣም ጥሩ ሰዎች ናቸው,tr_2783_tr28084,1,8000,3.072
የ አይዲድ ቀኝ እጅ ትናንት ተገደሉ,tr_10074_tr098036,1,8000,2.816
በ ናዝሬት ከተማ ውስጥ ከሚገኙ ቤቶች ሁሉ ጉል ሁ የ ኡመር ቤት ነው,tr_9887_tr096089,1,8000,4.736
በዚህ ዙሪያ የሚሰጡ ትን መልስ እንዲ ከታተሉ እን ጋብዛ ለ ን,tr_5138_tr52039,1,8000,5.504
በ ኢትዮጵያ ውስጥ ሶስት መቶ ሺ በላይ ድምጽ የሰጡ ኤርትራውያን እንዳሉ የሚ ታወቅ ነው,tr_7078_tr71079,1,8000,5.504
የ ዩኒቨርስቲ ተማሪዎች ከ ፖሊሶች ጋር ተፋጠጡ,tr_3275_tr33076,1,8000,4.992
ስ ትመለ ሺ በሩን አታንኳኲ,tr_9909_tr096111,1,8000,3.2
ሁለቱ ሀይሎች በ ቅርብ ርቀት ውስጥ እንደሚገኙ ም ለ ማስረዳት የ ሞከረች ው በ ሻእቢያ ወታደሮች ምሽግ ውስጥ በ መሆን የ ኢትዮጵያ ወታደሮች እንቅስቃሴ ይታ ያል በ ማለት ነው,tr_2422_tr25023,1,8000,13.44
ምንሊክ ም ሰባት ሰባት ብር ደሞዛቸው ን ሰጧቸው ከ መንገዱ ም ላይ የ ኢጣሊያ ሹማምንት የ ወደደው ን እንዲ ገዛ አራት አራት ብር ሰጥተ ዋቸው ነበር,tr_6371_tr64072,1,8000,10.24
በዚህ እ ለት በ ብዙ ሺህ የሚ ቆጠሩ ኢትዮጵያዊያ ን ኒውዮርክ በ ሚገኘው የ ተባበሩት መንግስታት ድርጅት ጽፈት ቤት ፊት ለፊት ይሰበሰባሉ ና ተቃውሞ ያሰማ ሉ,tr_549_tr06049,1,8000,9.344
አዲሱ እቅድ ተግባራዊ እንዲሆን ያስ ፈለገበት ዋ ና ምክንያት በ ኢትዮፕያ ና በ ኤርትራ መካከል የ ተፈጠረው ውዝግብ ዋናው የ ፖሊሲ ለውጥ ለ ማዳበር ምክንያት ሆኗል,tr_3680_tr37081,1,8000,11.264
